file,question,answer
./data/hansung_data/school_information.txt,한성대학교의 트랙제도와 일반적인 자유전공 제도의 차이점은 무엇인가요?,"한성대학교의 트랙제도는 성적이나 계열에 관계없이 자유롭게 원하는 트랙을 선택할 수 있으며, 트랙 선택 후에도 트랙을 변경할 수 있다는 점이 일반적인 자유전공 제도와 다릅니다."
./data/hansung_data/school_information.txt,한성대학교의 융합전공 I 과정에서 이수해야 하는 학점은 총 몇 학점인가요?,"융합전공 I 과정에서는 제1전공과 제2전공 각각 39학점씩, 총 78학점을 이수해야 합니다."
./data/hansung_data/school_information.txt,한성대학교의 비교과 포인트 제도는 무엇을 통해 확인할 수 있나요?,비교과 포인트 제도는 한성대학교의 스마트자기관리시스템(https://hsportal.hansung.ac.kr)을 통해 확인할 수 있습니다.
./data/hansung_data/school_information.txt,한성대학교에서 일반휴학은 재학 중 몇 년간 할 수 있나요?,한성대학교에서 일반휴학은 재학 기간 중 통산 3년(6학기) 가능합니다.
./data/hansung_data/school_information.txt,한성대학교의 전과부에서 지원자격은 무엇인가요?,"한성대학교의 전과부 지원자격은 3, 4, 5, 6, 7학기 재학 중인 학생으로 징계처분을 받은 사실이 없는 자입니다."
./data/hansung_data/school_information.txt,한성대학교의 교양교육과정에서는 2024학년도 이후 몇 학점 이상을 이수해야 하나요?,2024학년도 이후 한성대학교의 교양교육과정에서는 최소 31학점 이상을 이수해야 합니다.
./data/hansung_data/school_information.txt,한성대학교의 성적평가에서 C 이하의 성적을 받은 경우 어떻게 할 수 있나요?,"C 이하의 성적을 받은 경우 재수강이 가능하며, 재수강 시 취득 가능한 최대 성적은 A0입니다."
./data/hansung_data/school_information.txt,한성대학교의 학사경고는 어떤 경우에 받게 되나요?,한성대학교의 학사경고는 학기 성적 평점평균이 1.75 미만이거나 휴학 없이 수강신청을 하지 않은 경우에 부여됩니다.
./data/hansung_data/school_information.txt,한성대학교에서 성적 이의신청을 하기 위해서는 어떤 절차를 따라야 하나요?,"성적 이의신청을 하기 위해서는 종합정보시스템에서 성적 조회 후 이의신청을 할 수 있으며, 반드시 강의평가 및 만족도조사를 완료해야 합니다."
./data/hansung_data/hak_saK_information.txt,한성대학교의 설립 연도는 언제인가요?,한성대학교가 설립된 연도는 1972년 12월 21일입니다.
./data/hansung_data/hak_saK_information.txt,한성대학교의 전신 기관은 무엇인가요?,한성대학교의 전신 기관은 경성여자기예학교입니다.
./data/hansung_data/hak_saK_information.txt,한성대학교의 개교기념일은 언제인가요?,한성대학교의 개교기념일은 10월 5일입니다.
./data/hansung_data/hak_saK_information.txt,한성대학교는 언제 종합대학교로 승격되었나요?,한성대학교는 1993년 3월 1일에 종합대학교로 승격되었습니다.
./data/hansung_data/hak_saK_information.txt,한성대학교는 몇 개의 단과대학으로 구성되어 있나요?,한성대학교는 7개의 단과대학으로 구성되어 있습니다.
./data/hansung_data/hak_saK_information.txt,한성대학교의 주요 학사 제도인 트랙제가 시행된 해는 언제인가요?,한성대학교의 트랙제는 2017년에 시행되었습니다.
./data/hansung_data/hak_saK_information.txt,전공 선택 시 자유롭게 선택할 수 있는 트랙은 몇 개인가요?,한성대학교에서는 1학년 때 자유롭게 전공과목을 들어보고 2학년 때 2개의 트랙을 선택할 수 있습니다.
./data/hansung_data/hak_saK_information.txt,한성대학교의 비교과 포인트 제도에서 졸업 전까지 필요한 포인트는 몇 점인가요?,한성대학교의 비교과 포인트 제도에서 졸업 전까지 총 800포인트를 모아야 합니다.
./data/hansung_data/hak_saK_information.txt,한성대학교는 1981년에 어떤 건물을 신축했나요?,한성대학교는 1981년에 종합관(현 한성여중 교사)을 신축했습니다.
./data/hansung_data/hak_saK_information.txt,한성대학교의 트랙제도에서 제1트랙과 제2트랙의 선택 기준은 무엇인가요?,"제1트랙은 자신이 속한 학부 내에서 선택해야 하고, 제2트랙은 문과, 이과, 예체능 상관없이 자유롭게 선택할 수 있습니다.

---"
./data/hansung_data/hak_saK_information.txt,한성대학교의 크리에이티브인문예술대학에 속한 트랙 중 두 가지를 말해주세요.,"크리에이티브인문예술대학에 속한 트랙 중 두 가지는 영미언어정보트랙과 역사문화큐레이션트랙입니다.

---"
./data/hansung_data/hak_saK_information.txt,한성대학교의 전공 학점 이수 체계를 설명해주세요.,"한성대학교의 전공 학점 이수 체계는 전공 78학점, 교양 31학점, 기타 21학점으로 총 130학점을 이수해야 합니다. 부전공을 이수할 경우 전공 99학점으로 총 151학점을 이수합니다.

---"
./data/hansung_data/hak_saK_information.txt,비교과 포인트 제도란 무엇인가요?,"비교과 포인트 제도는 교과영역 외의 비교과 활동 참여 시 포인트를 지급받는 제도로, 졸업 전까지 총 800포인트를 모아야 합니다.

---"
./data/hansung_data/hak_saK_information.txt,한성대학교의 수강신청 장바구니 시스템은 언제부터 사용할 수 있나요?,"수강신청 장바구니 시스템은 1학년 2학기 수강신청부터 사용할 수 있습니다.

---"
./data/hansung_data/hak_saK_information.txt,한성대학교의 융합전공 I 부전공 이수 학점은 어떻게 되나요?,"융합전공 I 부전공 이수 학점은 제1전공 39학점, 제2전공 39학점, 제3전공 21학점으로 총 99학점입니다.

---"
./data/hansung_data/hak_saK_information.txt,한성대학교의 일반휴학 기간은 얼마나 되나요?,"한성대학교의 일반휴학은 재학기간 중 통산 3년(6학기) 가능하며, 1회에 1학기 혹은 2학기 휴학할 수 있습니다.

---"
./data/hansung_data/hak_saK_information.txt,한성대학교의 학사경고 기준은 어떻게 되나요?,"학기 성적 평점평균이 1.75 미만이 되거나 휴학 없이 수강신청을 하지 않은 경우 학사경고가 부여됩니다.

---"
./data/hansung_data/hak_saK_information.txt,한성대학교에서 전과부 신청 시 지원 자격은 무엇인가요?,"전과부 신청 지원 자격은 3, 4, 5, 6, 7학기 재학 중인 학생으로 징계처분을 받은 사실이 없는 자입니다."
./data/hansung_data/hansung_sang.txt,"한성대학교의 상징 동물은 무엇이며, 그 의미는 무엇인가요?","한성대학교의 상징 동물은 거북입니다. 거북은 슬기롭고 짧은 기간 내에 성장하여 유구한 발전을 추구하는 의미를 담고 있으며, 학교의 교훈인 진리와 지선과 연관된 상징적 관계를 갖고 있습니다."
./data/hansung_data/hansung_sang.txt,한성대학교의 대중교통을 이용해 이동하는 지름길은 무엇인가요?,"한성대입구역 3번 출구에서 직진 후 영아네 김밥에서 우회전, 현도빌라트에서 좌회전하고 재개발구역 앞에서 우회전한 다음 한성이사짐 앞에서 좌회전 후 직진하면 탐구관 쪽 출입구에 도달할 수 있습니다. 도보로 약 10분정도 소요됩니다."
./data/hansung_data/hansung_sang.txt,한성대학교에서 학술정보관을 이용하려면 어떤 사이트에 접속해야 하나요?,한성대학교 학술정보관을 이용하려면 https://hsel.hansung.ac.kr에 접속하면 됩니다.
./data/hansung_data/hansung_sang.txt,한성대학교의 학생증 발급 장소와 조건은 어떻게 되나요?,"한성대학교 학생증은 상상관 1층에 위치한 학생원스톱지원센터에서 발급받을 수 있습니다. 신규 발급은 무료이며, 재발급은 수수료 2000원을 납부해야 합니다."
./data/hansung_data/hansung_sang.txt,상상관 12층에 있는 식당의 이름과 운영 방식은 무엇인가요?,"상상관 12층에 위치한 식당의 이름은 케이키친 한상입니다. 이 식당은 비빔밥, 덮밥 등을 주로 판매하며, 사전 예약으로 패키지나 케이터링 서비스도 제공됩니다. 학교에서 직접 운영하는 식당으로 조망이 좋고 레스토랑 분위기를 갖추고 있습니다."
./data/hansung_data/hansung_sang.txt,한성대학교에서 사용할 수 있는 주요 애플리케이션은 무엇인가요?,"한성대학교에서 사용할 수 있는 주요 애플리케이션으로는 '한성대 학생서비스', '한성대학교 모바일 ID', '한성대학교 스마트출결', '한성대학교 스쿨버스', '한성대학교 주소록', '코스모스', '한성대 공지', '한성대 노티노티', 'HSUON', '웨이티' 등이 있습니다."
./data/hansung_data/hansung_sang.txt,한성대학교의 건물 사이를 연결하는 구름다리나 통로는 어떤 것들이 있나요?,"한성대학교의 건물 사이를 연결하는 구름다리나 통로로는 미래관 지하 1층과 우촌관 2층의 통로, 미래관 3층과 상상관 2층의 구름다리, 상상관 2층과 우촌관 5층의 구름다리, 상상관 2층과 연구관 1층의 데크 등이 있습니다."
./data/hansung_data/hansung_sang.txt,한성대학교에서 제공하는 비교과 프로그램에 참여하면 무엇을 받을 수 있나요?,"한성대학교에서 제공하는 비교과 프로그램에 참여하면 비교과 포인트가 지급되며, 800포인트를 모아야 졸업이 가능합니다."
./data/hansung_data/hansung_sang.txt,"한성대학교의 교가를 누가 작사하고 작곡했으며, 주요 내용은 무엇인가요?","한성대학교 교가는 정연길 작사, 이영조 작곡입니다. 교가의 주요 내용은 북악에 마주 선 낙산언덕의 슬기의 샘물이 용솟음침과, 삼학송 푸른뜻 담은터전에서 보람의 강물이 넘쳐 흐르며, 진리와 지선을 가슴에 품고 겨례의 빛과 희망이 되어 나갈 것을 다짐하는 내용을 담고 있습니다."
./data/hansung_data/student_information.txt,한성대학교의 트랙과 학과의 차이점은 무엇인가요?,"트랙은 학과보다 세분화된 단위로, 선택과 변동이 자유롭다는 점에서 차이가 있습니다. 반면, 학과는 보다 고정적이고 세분화가 덜된 구조입니다."
./data/hansung_data/student_information.txt,학교생활 관련 사이트는 어떤 것들이 있나요?,"학교생활에 유용한 사이트로는 종합정보시스템(https://info.hansung.ac.kr), eClass(https://learn.hansung.ac.kr), 글쓰기센터(https://writingcenter.hansung.ac.kr), 스마트자기관리시스템(https://hsportal.hansung.ac.kr) 등이 있습니다. 이 사이트들을 통해 학적 조회, 성적 조회, 각종 수업 자료 확인, 과제 제출, 비교과 프로그램 참여 등을 할 수 있습니다."
./data/hansung_data/student_information.txt,한성대학교의 주요 학부와 전공 트랙에는 어떤 것들이 있나요?,"한성대학교의 주요 학부와 전공 트랙은 다음과 같습니다:
- 크리에이티브인문예술대학: 영미문화콘텐츠트랙, 영미언어정보트랙, 한국어교육트랙, 예술학부 등
- 미래융합사회과학대학: 국제무역트랙, 글로벌비즈니스트랙, 기업경영트랙 등
- 디자인대학: 패션디자인트랙, 영상애니메이션디자인트랙, 인테리어디자인트랙 등
- IT공과대학: 모바일소프트웨어트랙, 시스템반도체트랙, 기계자동화트랙 등
- 창의융합대학: 문학문화콘텐츠학과, AI응용학과 등
- 미래플러스대학: 호텔외식경영학과, 뷰티디자인학과 등"
